id,name,phone,street,city,county,zip,address,practice_areas,website,lat,lng,source_url,notes,action
"l-0195","Blade & Blade, P.A.","(954) 429-1200","210 SW Natura Avenue","Deerfield Beach","Broward","33441","210 SW Natura Avenue, Deerfield Beach, FL 33441","Estate Planning; Real Estate Law","https://www.bladeoffices.com/","26.31431921618866","-80.11296069563367","https://www.bladeoffices.com/contact","","insert"
"l-0196","Pomeranz Law PLLC","(954) 834-1212","1430 S Federal Hwy Suite 302","Deerfield Beach","Broward","33441","1430 S Federal Hwy Suite 302, Deerfield Beach, FL 33441","Business Law; Civil Litigation; Real Estate Law","https://www.pomeranzlaw.com/","26.3255018","-80.0907198","https://www.pomeranzlaw.com/contact/","","insert"
"l-0197","Rader Law Group, LLC","(954) 289-2955","1166 W Newport Center Drive Suite #308","Deerfield Beach","Broward","33442","1166 W Newport Center Drive Suite #308, Deerfield Beach, FL 33442","Civil Litigation; Personal Injury","https://raderlawgroup.com/","26.30292306818182","-80.12419144886363","https://raderlawgroup.com/contact/","","insert"
"l-0198","Adrian Philip Thomas, P.A.","(954) 764-7273","1000 Corporate Drive Suite 300","Fort Lauderdale","Broward","33334","1000 Corporate Drive Suite 300, Fort Lauderdale, FL 33334","Civil Litigation; Estate Planning","https://www.florida-probate-lawyer.com/","26.2076721","-80.1374906","https://www.florida-probate-lawyer.com/contact-us/","","insert"
"l-0199","Arcaro Law Group","(954) 208-8980","24 SE 20th St","Fort Lauderdale","Broward","33316","24 SE 20th St, Fort Lauderdale, FL 33316","Family Law","https://www.arcarolawgroup.com/","26.09641694543466","-80.14027929800437","https://www.arcarolawgroup.com/contact-us/","","insert"
"l-0200","Becker & Poliakoff, P.A.","(954) 987-7550","1 East Broward Blvd. Suite 1800","Fort Lauderdale","Broward","33301","1 East Broward Blvd. Suite 1800, Fort Lauderdale, FL 33301","Business Law; Civil Litigation; Real Estate Law","https://beckerlawyers.com/","26.122424","-80.143368","https://beckerlawyers.com/locations/","","insert"
"l-0201","Boies Schiller Flexner LLP","(954) 356-0011","401 East Las Olas Blvd. Suite 1200","Fort Lauderdale","Broward","33301","401 East Las Olas Blvd. Suite 1200, Fort Lauderdale, FL 33301","Civil Litigation","https://www.bsfllp.com/","26.119124010204082","-80.13840379591838","https://www.bsfllp.com/locations/fort-lauderdale.html","","insert"
"l-0202","Cabanas Law Firm","(954) 908-6104","550 S Andrews Ave, Suite 510","Fort Lauderdale","Broward","33301","550 S Andrews Ave, Suite 510, Fort Lauderdale, FL 33301","Family Law","https://cabanaslawfirm.com/","26.11550242857143","-80.14316524489796","https://cabanaslawfirm.com/contact/","","insert"
"l-0203","Conrad & Scherer, LLP","(954) 738-8335","614 South Federal Highway","Fort Lauderdale","Broward","33301","614 South Federal Highway, Fort Lauderdale, FL 33301","Civil Litigation; Estate Planning; Personal Injury; Real Estate Law","https://www.conradscherer.com/","26.1138751","-80.1367764","https://www.conradscherer.com/","","insert"
"l-0204","Dickinson Wright PLLC","(954) 991-5420","350 East Las Olas Boulevard Suite 1750","Fort Lauderdale","Broward","33301","350 East Las Olas Boulevard Suite 1750, Fort Lauderdale, FL 33301","Business Law; Civil Litigation","https://www.dwlaw.com/","26.119079357433936","-80.13984124887627","https://www.dwlaw.com/our-firm/locations/ft-lauderdale","","insert"
"l-0205","Edward J. Jennings, P.A.","(954) 764-4330","200 SE 18th Court","Fort Lauderdale","Broward","33316","200 SE 18th Court, Fort Lauderdale, FL 33316","Civil Litigation; Estate Planning; Family Law; Real Estate Law","https://www.ejj-law.com/","26.098168858585858","-80.14001906060606","https://www.ejj-law.com/contact-us/","","insert"
"l-0206","Fiducia Law","(561) 299-0437","110 E Broward Blvd. Suite 1700","Fort Lauderdale","Broward","33301","110 E Broward Blvd. Suite 1700, Fort Lauderdale, FL 33301","Estate Planning; Real Estate Law","https://fiducia-law.com/","26.1218438","-80.1416229","https://fiducia-law.com/contact/","","insert"
"l-0207","Fischler, Friedman & Bennett, P.A.","(954) 763-5778","1000 S Andrews Ave","Fort Lauderdale","Broward","33316","1000 S Andrews Ave, Fort Lauderdale, FL 33316","Business Law; Civil Litigation; Estate Planning; Family Law","https://www.ffpa-law.com/","26.1103632","-80.1430853","https://www.ffpa-law.com/contact-us","","insert"
"l-0208","Gainza Law Group","(954) 463-1210","5975 N Federal Hwy #127","Fort Lauderdale","Broward","33308","5975 N Federal Hwy #127, Fort Lauderdale, FL 33308","Family Law; Immigration; Personal Injury","https://www.gainzalaw.com/","26.20174718258359","-80.10906129099594","https://www.gainzalaw.com/contact-us/","","insert"
"l-0209","Gerstein & Gerstein, Attorneys, P.A.","(954) 947-6060","800 E Cypress Creek Rd #301","Fort Lauderdale","Broward","33334","800 E Cypress Creek Rd #301, Fort Lauderdale, FL 33334","Immigration","https://usaimmigrationlaw.com/","26.2037162","-80.1368445","https://usaimmigrationlaw.com/contact-us/","","insert"
"l-0210","Ginsberg Shulman, PL","(954) 839-8705","300 SE 2nd St, Suite 600","Fort Lauderdale","Broward","33301","300 SE 2nd St, Suite 600, Fort Lauderdale, FL 33301","Business Law; Estate Planning","https://www.ginsbergshulman.com/","26.120553","-80.140309","https://www.ginsbergshulman.com/contact/","","insert"
"l-0211","Haber Blank, LLP","(954) 767-0300","888 S Andrews Ave, Suite 201","Fort Lauderdale","Broward","33316","888 S Andrews Ave, Suite 201, Fort Lauderdale, FL 33316","Business Law; Civil Litigation; Criminal Defense; Estate Planning; Family Law; Real Estate Law","https://www.haberblank.com/","26.111427640118794","-80.14301859985225","https://www.haberblank.com/contact/","","insert"
"l-0212","Hughes Real Estate Law","(954) 256-5125","1141 SE 2nd Ave","Fort Lauderdale","Broward","33316","1141 SE 2nd Ave, Fort Lauderdale, FL 33316","Civil Litigation; Real Estate Law","https://jhugheslegal.com/","26.10814226778927","-80.14142580071801","https://jhugheslegal.com/contact/","","insert"
"l-0213","KWG Family Legal & Mediation Services","(954) 727-8071","6750 N. Andrews Avenue, Suite 200","Fort Lauderdale","Broward","33309","6750 N. Andrews Avenue, Suite 200, Fort Lauderdale, FL 33309","Estate Planning; Family Law","https://kwglaw.net/","26.20952991330416","-80.14281917781702","https://kwglaw.net/","","insert"
"l-0214","Kalish & Jaggars, PLLC","(954) 302-4280","500 E. Broward Blvd. Suite 1710","Fort Lauderdale","Broward","33394","500 E. Broward Blvd. Suite 1710, Fort Lauderdale, FL 33394","Family Law","https://scottjkalishlaw.com/","26.1218649","-80.1382116","https://scottjkalishlaw.com/florida/locations/fort-lauderdale/","","insert"
"l-0215","Kanelidis Law","(954) 315-1774","2881 E. Oakland Park Blvd., Suite 108","Fort Lauderdale","Broward","33306","2881 E. Oakland Park Blvd., Suite 108, Fort Lauderdale, FL 33306","Business Law; Estate Planning; Family Law; Real Estate Law","https://www.kanelidislaw.com/","26.167330145075493","-80.10639265777112","https://www.kanelidislaw.com/","","insert"
"l-0216","Kelley Kronenberg","(954) 370-9970","10360 W. State Road 84","Fort Lauderdale","Broward","33324","10360 W. State Road 84, Fort Lauderdale, FL 33324","Civil Litigation; Personal Injury; Real Estate Law","https://www.kelleykronenberg.com/","26.11281","-80.27172","https://www.kelleykronenberg.com/locations/fort-lauderdale/","","insert"
"l-0217","Lampert Law Firm","(954) 686-5589","401 East Las Olas Blvd. Suite 1400","Fort Lauderdale","Broward","33301","401 East Las Olas Blvd. Suite 1400, Fort Lauderdale, FL 33301","Business Law; Civil Litigation","https://lampertlawfirm.com/","26.119124010204082","-80.13840379591838","https://lampertlawfirm.com/contact/","","insert"
"l-0218","Law Office of Kimberly A. Abrams & Associates, P.A.","(954) 985-9715","2699 Stirling Road, Suite A105","Fort Lauderdale","Broward","33312","2699 Stirling Road, Suite A105, Fort Lauderdale, FL 33312","Real Estate Law","https://www.abramsrealestatelaw.com/","26.0484176","-80.1752302","https://www.abramsrealestatelaw.com/","","insert"
"l-0219","Law Offices of Carmen G. Soto, P.A.","(954) 523-0703","600 S Andrews Ave #403","Fort Lauderdale","Broward","33301","600 S Andrews Ave #403, Fort Lauderdale, FL 33301","Family Law","https://www.csotolaw.com/","26.11465","-80.143118","https://www.csotolaw.com/contact-us/","","insert"
"l-0220","Law Offices of Reinfeld & Cabrera, P.A.","(954) 334-1520","2933 W. Cypress Creek Rd Suite 201","Fort Lauderdale","Broward","33309","2933 W. Cypress Creek Rd Suite 201, Fort Lauderdale, FL 33309","Estate Planning; Real Estate Law","https://mypersonalattorneys.com/","26.20273554362416","-80.1796385033557","https://mypersonalattorneys.com/contact-us/","","insert"
"l-0221","Law Offices of Scott A. Levine","(954) 587-2244","500 E Broward Blvd, Suite 900","Fort Lauderdale","Broward","33394","500 E Broward Blvd, Suite 900, Fort Lauderdale, FL 33394","Criminal Defense; Family Law","https://www.levinefamilylaw.com/","26.1218649","-80.1382116","https://www.levinefamilylaw.com/","","insert"
"l-0222","Lorenzo Law","(954) 371-0402","12 SE 7th St Ste 701","Fort Lauderdale","Broward","33301","12 SE 7th St Ste 701, Fort Lauderdale, FL 33301","Civil Litigation; Estate Planning","https://joselorenzolaw.com/","26.1125563","-80.1425047","https://joselorenzolaw.com/contact/","","insert"
"l-0223","Mavrick Law Firm","(954) 564-2246","1620 W Oakland Park Blvd #300","Fort Lauderdale","Broward","33311","1620 W Oakland Park Blvd #300, Fort Lauderdale, FL 33311","Business Law; Civil Litigation","https://www.mavricklaw.com/","26.16566901342282","-80.16374532885906","https://www.mavricklaw.com/contact-us.html","","insert"
"l-0224","Michael L. Feinstein, P.A.","(954) 767-9662","501 East Las Olas Boulevard, Suite 300","Fort Lauderdale","Broward","33301","501 East Las Olas Boulevard, Suite 300, Fort Lauderdale, FL 33301","Business Law; Civil Litigation; Real Estate Law","https://www.feinsteinlaw.net/","26.119477","-80.1382404","https://www.feinsteinlaw.net/contact/","","insert"
"l-0225","Olive Judd, P.A.","(954) 334-2250","2426 E. Las Olas Blvd","Fort Lauderdale","Broward","33301","2426 E. Las Olas Blvd, Fort Lauderdale, FL 33301","Business Law; Civil Litigation; Estate Planning; Real Estate Law","https://www.olivejudd.com/","26.1199359","-80.1130519","https://www.olivejudd.com/contact-us/","","insert"
"l-0226","Oppenheim Law","(954) 384-6114","500 East Broward Boulevard, Suite 1710","Fort Lauderdale","Broward","33394","500 East Broward Boulevard, Suite 1710, Fort Lauderdale, FL 33394","Business Law; Civil Litigation; Estate Planning; Personal Injury; Real Estate Law","https://www.oppenheimlaw.com/","26.1218649","-80.1382116","https://www.oppenheimlaw.com/contact-us/","","insert"
"l-0227","Pollak PLLC","(954) 250-8335","2598 E Sunrise Blvd #2104","Fort Lauderdale","Broward","33304","2598 E Sunrise Blvd #2104, Fort Lauderdale, FL 33304","Immigration","https://www.pollakimmigration.com/","26.1374954","-80.1111037","https://www.pollakimmigration.com/areas-we-serve/fort-lauderdale","","insert"
"l-0228","Pomeranz Law PLLC","(954) 834-1212","2400 E. Commercial Blvd, #104","Fort Lauderdale","Broward","33308","2400 E. Commercial Blvd, #104, Fort Lauderdale, FL 33308","Business Law; Civil Litigation; Real Estate Law","https://www.pomeranzlaw.com/","26.189453","-80.114655","https://www.pomeranzlaw.com/contact/","","insert"
"l-0229","Sandra Bonfiglio, P.A.","(954) 945-7591","105 S Avenue of the Arts","Fort Lauderdale","Broward","33312","105 S Avenue of the Arts, Fort Lauderdale, FL 33312","Family Law","https://www.sandrabonfiglio.com/","26.1185519","-80.150156","https://www.sandrabonfiglio.com/contact-us/","","insert"
"l-0230","Shane & Shane, P.A.","(954) 772-8782","500 West Cypress Creek Road Suite 470","Fort Lauderdale","Broward","33309","500 West Cypress Creek Road Suite 470, Fort Lauderdale, FL 33309","Immigration","https://shanelaw.com/","26.203167","-80.150207","https://shanelaw.com/contact/","","insert"
"l-0231","Sweeney Law, P.A.","(954) 440-3993","6750 N Andrews Ave, Suite 200","Fort Lauderdale","Broward","33309","6750 N Andrews Ave, Suite 200, Fort Lauderdale, FL 33309","Business Law; Civil Litigation; Real Estate Law","https://www.sweeneylawpa.com/","26.20952991330416","-80.14281917781702","https://www.sweeneylawpa.com/contact-us/","","insert"
"l-0232","The Carlin Law Firm, PLLC","(954) 440-0901","100 S.E. 3rd Avenue, Suite 1103","Fort Lauderdale","Broward","33394","100 S.E. 3rd Avenue, Suite 1103, Fort Lauderdale, FL 33394","Business Law; Civil Litigation; Real Estate Law","https://carlinfirm.com/","26.1212491","-80.1459472","https://carlinfirm.com/contact/","","insert"
"l-0233","The Elliot Legal Group, P.A.","(754) 332-2101","115 NE 3rd Ave, Suite 707","Fort Lauderdale","Broward","33301","115 NE 3rd Ave, Suite 707, Fort Lauderdale, FL 33301","Business Law; Civil Litigation; Estate Planning; Real Estate Law","https://www.elliotlegal.com/","26.1239268","-80.1411333","https://www.elliotlegal.com/contact","","insert"
"l-0234","The Law Offices of Evan M. Rosen, P.A.","(754) 400-5150","110 SE 6th St #1700","Fort Lauderdale","Broward","33301","110 SE 6th St #1700, Fort Lauderdale, FL 33301","Estate Planning; Personal Injury; Real Estate Law","https://www.evanmrosen.com/","26.1144632","-80.1416571","https://www.evanmrosen.com/contact-us/","","insert"
"l-0235","The Law Offices of Odelia Goldberg","(954) 832-0885","1270 SW 26th Ave","Fort Lauderdale","Broward","33312","1270 SW 26th Ave, Fort Lauderdale, FL 33312","Estate Planning; Real Estate Law","https://ogoldberglaw.com/","26.105899871882706","-80.17604687878226","https://ogoldberglaw.com/","","insert"
"l-0236","Tripp Scott, P.A.","(954) 525-7500","110 Southeast 6 Street, Fifteenth Floor","Fort Lauderdale","Broward","33301","110 Southeast 6 Street, Fifteenth Floor, Fort Lauderdale, FL 33301","Business Law; Civil Litigation; Estate Planning; Family Law; Personal Injury; Real Estate Law","https://www.trippscott.com/","26.114325","-80.141643","https://www.trippscott.com/contact-us/","","insert"
"l-0237","WFP Law, PA","(954) 944-2855","10360 W. State Road 84","Fort Lauderdale","Broward","33324","10360 W. State Road 84, Fort Lauderdale, FL 33324","Business Law; Estate Planning","https://wfplaw.com/","26.11281","-80.27172","https://wfplaw.com/contact-us/","","insert"
"l-0238","South Florida Law, PLLC","(954) 900-8885","1920 E Hallandale Beach Blvd, Suite 702","Hallandale Beach","Broward","33009","1920 E Hallandale Beach Blvd, Suite 702, Hallandale Beach, FL 33009","Business Law; Civil Litigation; Estate Planning; Personal Injury; Real Estate Law","https://www.southfloridalawpllc.com/","25.986210188018777","-80.12827710295377","https://www.southfloridalawpllc.com/","skip — (954) 900-8885 is listed for l-163 The Quattro Firm; unresolved conflict","skip"
"l-0239","Carlos E. Sandoval Law Firm","(954) 306-6921","6600 Taft Street Suite 307","Hollywood","Broward","33024","6600 Taft Street Suite 307, Hollywood, FL 33024","Immigration","https://www.carlosesandoval.com/","26.024498","-80.220824","https://www.carlosesandoval.com/contact/","","insert"
"l-0240","Garcia & Miranda, P.A.","(786) 686-3090","450 N Park Road Suite 800","Hollywood","Broward","33021","450 N Park Road Suite 800, Hollywood, FL 33021","Estate Planning; Family Law; Immigration","https://www.garciamirandalaw.com/","26.013355104668516","-80.17579140293498","https://www.garciamirandalaw.com/contact-us/","","insert"
"l-0241","Hughes Real Estate Law","(954) 378-2519","7777 Davie Rd Ext Ste 302B","Hollywood","Broward","33024","7777 Davie Rd Ext Ste 302B, Hollywood, FL 33024","Civil Litigation; Real Estate Law","https://jhugheslegal.com/","26.03524559552556","-80.24421041457386","https://jhugheslegal.com/contact/","","insert"
"l-0242","Law Offices of Alex T. Barak, P.A.","(954) 961-6200","3900 Hollywood Blvd Suite 101","Hollywood","Broward","33021","3900 Hollywood Blvd Suite 101, Hollywood, FL 33021","Immigration; Personal Injury","https://www.baraklaw.com/","26.011670575181427","-80.18295866603245","https://www.baraklaw.com/contact/","","insert"
"l-0243","Law Offices of Khani & Auerbach","(954) 921-1517","2338 Hollywood Blvd","Hollywood","Broward","33020","2338 Hollywood Blvd, Hollywood, FL 33020","Business Law; Estate Planning; Real Estate Law","https://www.hollywood-law.com/","26.01109078542245","-80.15334809554388","https://www.hollywood-law.com/contact-us/","","insert"
"l-0244","Law Offices of Steven A. Mason, P.A.","(954) 963-5900","4700 Sheridan St., Suite J","Hollywood","Broward","33021","4700 Sheridan St., Suite J, Hollywood, FL 33021","Estate Planning; Family Law","https://www.stevenmasonpa.com/","26.032826339404775","-80.19122081153321","https://www.stevenmasonpa.com/contact-us/","","insert"
"l-0245","OC Estate & Elder Law","(954) 251-0332","4601 Sheridan Street, Suite 311","Hollywood","Broward","33021","4601 Sheridan Street, Suite 311, Hollywood, FL 33021","Estate Planning","https://ocestatelawyers.com/","26.032546790744213","-80.1902570565869","https://ocestatelawyers.com/","","insert"
"l-0246","Puzo Law","(954) 686-7477","3900 Hollywood Boulevard, Suite 102","Hollywood","Broward","33021","3900 Hollywood Boulevard, Suite 102, Hollywood, FL 33021","Estate Planning; Family Law","https://www.puzolaw.com/","26.011670575181427","-80.18295866603245","https://www.puzolaw.com/contact-us","","insert"
"l-0247","Robert M. Bell, P.A.","(954) 241-4209","3440 Hollywood Blvd Suite 450","Hollywood","Broward","33021","3440 Hollywood Blvd Suite 450, Hollywood, FL 33021","Immigration","https://www.floridaimmigrantvisas.com/","26.0101971","-80.1772838","https://www.floridaimmigrantvisas.com/hollywood-fl-immigration-law-office/","","insert"
"l-0248","Estate Law of Florida, P.A.","(954) 951-7274","2211 NE 36th St #101","Lighthouse Point","Broward","33064","2211 NE 36th St #101, Lighthouse Point, FL 33064","Business Law; Civil Litigation; Estate Planning","https://elflorida.com/","26.2751235","-80.1320267","https://elflorida.com/contact/","","insert"
"l-0249","Pomeranz Law PLLC","(954) 834-1212","2046 NE 36th St","Lighthouse Point","Broward","33064","2046 NE 36th St, Lighthouse Point, FL 33064","Business Law; Civil Litigation; Real Estate Law","https://www.pomeranzlaw.com/","26.2751235","-80.1320267","https://www.pomeranzlaw.com/contact/","","insert"
"l-0250","The Law Office of Michelle Cohen Levy, P.A.","(954) 651-9196","4400 N. Federal Hwy","Lighthouse Point","Broward","33064","4400 N. Federal Hwy, Lighthouse Point, FL 33064","Business Law; Civil Litigation","https://www.cohenlevylegal.com/","26.2637021","-80.0991708","https://www.cohenlevylegal.com/contact/","","insert"
"l-0251","Cabanas Law Firm","(954) 447-2580","18503 Pines Blvd, Suite 301","Pembroke Pines","Broward","33029","18503 Pines Blvd, Suite 301, Pembroke Pines, FL 33029","Family Law","https://cabanaslawfirm.com/","26.0107754","-80.3962192","https://cabanaslawfirm.com/contact/","","insert"
"l-0252","Carol L. Grant, P.A.","(954) 404-8274","1601 N. Flamingo Road, Suite 1","Pembroke Pines","Broward","33028","1601 N. Flamingo Road, Suite 1, Pembroke Pines, FL 33028","Estate Planning","https://carolgrantlaw.com/","26.021338998154736","-80.31246755561602","https://carolgrantlaw.com/contact/","","insert"
"l-0253","Law Offices of John Elias","(954) 392-1501","11200 Pines Blvd Suite 200","Pembroke Pines","Broward","33026","11200 Pines Blvd Suite 200, Pembroke Pines, FL 33026","Family Law","https://www.johneliasfamilylaw.com/","26.007487","-80.296425","https://www.johneliasfamilylaw.com/contact-us","","insert"
"l-0254","Mary Jo Rivero, P.A.","(954) 945-7727","1806 N. Flamingo Rd. Suite 355","Pembroke Pines","Broward","33028","1806 N. Flamingo Rd. Suite 355, Pembroke Pines, FL 33028","Estate Planning","https://www.maryjorivero.com/","26.0285827","-80.3125873","https://www.maryjorivero.com/contact/","","insert"
"l-0255","The Law Offices of Nishan C. Mahendran, P.A.","(954) 620-2028","1806 N Flamingo Rd Suite 318","Pembroke Pines","Broward","33028","1806 N Flamingo Rd Suite 318, Pembroke Pines, FL 33028","Immigration","https://www.mahendranlaw.com/","26.0285827","-80.3125873","https://www.mahendranlaw.com/","","insert"
"l-0256","Vasquez de Lara Law Group","(954) 324-2249","15800 Pines Blvd, Suite 300","Pembroke Pines","Broward","33027","15800 Pines Blvd, Suite 300, Pembroke Pines, FL 33027","Family Law","https://www.familylawprotection.com/","26.00784380977417","-80.35723760706126","https://www.familylawprotection.com/florida/locations/pembroke-pines/","","insert"
"l-0257","Carryl Law Firm PLLC","(954) 882-4386","150 S. Pine Island Road, Suite 300","Plantation","Broward","33324","150 S. Pine Island Road, Suite 300, Plantation, FL 33324","Estate Planning","https://carryllaw.com/","26.1184661","-80.2623444","https://carryllaw.com/","","insert"
"l-0258","Law Office of Carlos M. Amor, P.A.","(954) 453-7200","300 S. Pine Island Rd Ste 3032","Plantation","Broward","33324","300 S. Pine Island Rd Ste 3032, Plantation, FL 33324","Criminal Defense; Real Estate Law","https://cmapalaw.com/","26.11626","-80.261982","https://cmapalaw.com/contact/","","insert"
"l-0259","Law Office of Patricia Keyes","(954) 233-0682","111 N. Pine Island Rd. Suite 203","Plantation","Broward","33324","111 N. Pine Island Rd. Suite 203, Plantation, FL 33324","Estate Planning","https://www.mypklaw.org/","26.121122382799644","-80.26468811918497","https://www.mypklaw.org/","","insert"
"l-0260","Law Offices of Jeffrey Stoll","(954) 963-1995","7805 SW 6th Court","Plantation","Broward","33324","7805 SW 6th Court, Plantation, FL 33324","Estate Planning; Real Estate Law","https://www.stollfloridalawyer.com/","26.112316440643202","-80.25560263092946","https://www.stollfloridalawyer.com/contact","","insert"
"l-0261","Steven D. Miller, P.A.","(954) 472-0776","950 S. Pine Island Rd, Suite A150","Plantation","Broward","33324","950 S. Pine Island Rd, Suite A150, Plantation, FL 33324","Family Law","https://www.floridadivorceme.com/","26.109291016908408","-80.26178428259736","https://www.floridadivorceme.com/contact/","","insert"
"l-0262","Bilu Law","(954) 239-7386","2760 W Atlantic Blvd","Pompano Beach","Broward","33069","2760 W Atlantic Blvd, Pompano Beach, FL 33069","Business Law; Civil Litigation; Estate Planning; Real Estate Law","https://www.bilulaw.com/","26.231893918589613","-80.16833160383906","https://www.bilulaw.com/contact-us/","","insert"
"l-0263","Cabanas Law Firm","(954) 447-2580","1937 E Atlantic Blvd, Suite 102","Pompano Beach","Broward","33060","1937 E Atlantic Blvd, Suite 102, Pompano Beach, FL 33060","Family Law","https://cabanaslawfirm.com/","26.231603","-80.10446959183673","https://cabanaslawfirm.com/contact/","","insert"
"l-0264","Florida Planning & Probate","(954) 557-7368","1401 Sawgrass Corporate Parkway, Suite 212","Sunrise","Broward","33323","1401 Sawgrass Corporate Parkway, Suite 212, Sunrise, FL 33323","Business Law; Estate Planning","https://www.floridaplanningandprobate.com/","26.141431","-80.34094","https://www.floridaplanningandprobate.com/","","insert"
